Date,Rocket Name,Price,Payload to LEO,Payload to GTO,Location,Outcome
2009-02-10T05:49:46Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-02-11T00:03:00Z,Proton-M Briz-M Enhanced,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-02-12T22:09:00Z,Ariane 5 ECA,N/A,N/A,10.50,"Guiana Space Centre, French Guiana",Launch Successful
2009-02-24T09:55:30Z,Minotaur-C 3110,N/A,N/A,N/A,"Vandenberg SFB, CA, USA",Launch Failure
2009-02-26T18:29:55Z,Zenit 3SLB,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-02-28T04:10:00Z,Proton K/DM-2,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-03-07T03:49:57Z,Delta II 7925-10L,"$51,000,000",N/A,1.84,"Cape Canaveral SFS, FL, USA",Launch Successful
2009-03-15T23:43:44Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
2009-03-17T14:21:14Z,Rokot/Briz-KM,N/A,1.85,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2009-03-24T08:34:00Z,Delta II 7925-9.5,"$51,000,000",N/A,1.84,"Cape Canaveral SFS, FL, USA",Launch Successful
2009-03-26T11:49:18Z,Soyuz FG,N/A,6.45,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-04-03T16:24:00Z,Proton-M Briz-M Enhanced,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-04-04T00:31:00Z,Atlas V 421,"$123,000,000",14.07,6.89,"Cape Canaveral SFS, FL, USA",Launch Successful
2009-04-05T02:30:00Z,Unha,N/A,N/A,N/A,Tonghae Satellite Launching Ground,Launch Failure
2009-04-14T16:16:04Z,Long March 3C,N/A,N/A,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2009-04-20T01:15:00Z,PSLV-CA,"$16,000,000",3.80,1.20,"Satish Dhawan Space Centre, India",Launch Successful
2009-04-20T08:15:59Z,Zenit 3SL,N/A,N/A,N/A,Sea Launch,Launch Successful
2009-04-22T02:55:04Z,Long March 2C,N/A,3.85,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2009-04-29T16:58:00Z,Soyuz-U-PVB,N/A,6.90,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2009-05-05T20:24:26Z,Delta II 7920-10C,"$51,000,000",5.96,1.84,"Vandenberg SFB, CA, USA",Launch Successful
2009-05-07T18:37:09Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-05-11T18:01:56Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
2009-05-14T13:12:00Z,Ariane 5 ECA,N/A,N/A,10.50,"Guiana Space Centre, French Guiana",Launch Successful
2009-05-16T00:57:38Z,Proton-M Briz-M,N/A,21.00,4.50,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-05-19T23:55:00Z,Minotaur I,N/A,0.58,N/A,"Wallops Flight Facility, Virginia, USA",Launch Successful
2009-05-21T21:53:33Z,Soyuz 2.1a Fregat,N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Failure
2009-05-27T10:34:53Z,Soyuz FG,N/A,6.45,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-06-18T21:32:00Z,Atlas V 401,"$115,000,000",9.05,4.95,"Cape Canaveral SFS, FL, USA",Launch Successful
2009-06-21T21:50:00Z,Zenit 3SLB,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-06-27T22:51:00Z,"Delta IV M+(4,2)","$350,000,000",11.92,6.27,"Cape Canaveral SFS, FL, USA",Launch Successful
2009-06-30T19:10:00Z,Proton-M Briz-M Enhanced,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-07-01T17:52:00Z,Ariane 5 ECA,N/A,N/A,10.50,"Guiana Space Centre, French Guiana",Launch Successful
2009-07-06T01:26:34Z,Rokot/Briz-KM,N/A,1.85,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2009-07-14T03:36:00Z,Falcon 1,"$7,000,000",0.47,N/A,"Ronald Reagan Ballistic Missile Defense Test Site, Kwajalein Atoll, Marshall Islands",Launch Successful
2009-07-15T22:03:10Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
2009-07-21T03:57:43Z,Kosmos-3M (11K65M),N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2009-07-24T10:56:56Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-07-29T18:46:29Z,Dnepr 1,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-08-11T19:47:33Z,Proton-M Briz-M Enhanced,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-08-17T10:35:00Z,Delta II 7925,"$51,000,000",N/A,1.84,"Cape Canaveral SFS, FL, USA",Launch Successful
2009-08-21T22:09:00Z,Ariane 5 ECA,N/A,N/A,10.50,"Guiana Space Centre, French Guiana",Launch Successful
2009-08-25T08:00:33Z,KSLV Naro-1,N/A,N/A,N/A,"Naro Space Center, South Korea",Launch Failure
2009-08-29T03:59:37Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
2009-08-31T09:28:00Z,Long March 3B,"$70,000,000",11.50,5.10,"Xichang Satellite Launch Center, People's Republic of China",Launch was a Partial Failure
2009-09-08T21:35:00Z,Atlas V 401,"$115,000,000",9.05,4.95,"Cape Canaveral SFS, FL, USA",Launch Successful
2009-09-10T17:01:46Z,H-IIB 304,"$112,500,000",16.50,8.00,"Tanegashima Space Center, Japan",Launch Successful
2009-09-17T15:55:07Z,Soyuz 2.1b Fregat,"$80,000,000",8.20,3.25,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-09-17T19:19:19Z,Proton-M Briz-M Enhanced,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-09-23T06:21:00Z,PSLV-CA,"$16,000,000",3.80,1.20,"Satish Dhawan Space Centre, India",Launch Successful
2009-09-25T12:20:00Z,Delta II 7920-10C,"$51,000,000",5.96,1.84,"Cape Canaveral SFS, FL, USA",Launch Successful
2009-09-28T15:30:00Z,Ares I-X,N/A,N/A,N/A,"Kennedy Space Center, FL, USA",Launch Successful
2009-09-30T07:14:45Z,Soyuz FG,N/A,6.45,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-10-01T21:59:00Z,Ariane 5 ECA,N/A,N/A,10.50,"Guiana Space Centre, French Guiana",Launch Successful
2009-10-08T18:51:01Z,Delta II 7920-10C,"$51,000,000",5.96,1.84,"Vandenberg SFB, CA, USA",Launch Successful
2009-10-15T01:14:37Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-10-18T16:12:01Z,Atlas V 401,"$115,000,000",9.05,4.95,"Vandenberg SFB, CA, USA",Launch Successful
2009-10-29T20:00:00Z,Ariane 5 ECA,N/A,N/A,10.50,"Guiana Space Centre, French Guiana",Launch Successful
2009-11-02T01:50:51Z,Rokot/Briz-KM,N/A,1.85,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2009-11-10T14:22:04Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-11-12T02:45:44Z,Long March 2C,N/A,3.85,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2009-11-16T19:28:09Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
2009-11-20T10:44:00Z,Soyuz-U-PVB,N/A,6.90,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2009-11-23T06:55:00Z,Atlas V 431,"$130,000,000",15.26,7.70,"Cape Canaveral SFS, FL, USA",Launch Successful
2009-11-24T14:19:10Z,Proton-M Briz-M Enhanced,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-11-28T01:21:00Z,H-IIA 202,"$90,000,000",10.00,4.10,"Tanegashima Space Center, Japan",Launch Successful
2009-11-30T21:00:00Z,Zenit 3SLB,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-12-06T01:47:00Z,"Delta IV M+(5,4)",N/A,13.73,6.89,"Cape Canaveral SFS, FL, USA",Launch Successful
2009-12-09T08:42:00Z,Long March 2D,"$30,000,000",3.50,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2009-12-14T10:38:27Z,Proton-M DM-2 Enhanced,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-12-14T14:09:33Z,Delta II 7320-10C,"$51,000,000",2.80,N/A,"Vandenberg SFB, CA, USA",Launch Successful
2009-12-15T02:31:05Z,Long March 4C,N/A,N/A,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2009-12-18T16:26:00Z,Ariane 5 GS,N/A,N/A,6.60,"Guiana Space Centre, French Guiana",Launch Successful
2009-12-20T21:52:00Z,Soyuz FG,N/A,6.45,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2009-12-29T00:22:00Z,Proton-M Briz-M Enhanced,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-01-16T16:12:04Z,Long March 3C,N/A,N/A,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2010-01-28T00:18:00Z,Proton-M Briz-M Enhanced,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-02-03T03:45:30Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-02-08T09:14:08Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
2010-02-11T15:23:00Z,Atlas V 401,"$115,000,000",9.05,4.95,"Cape Canaveral SFS, FL, USA",Launch Successful
2010-02-12T00:39:40Z,Proton-M Briz-M Enhanced,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-03-01T21:19:44Z,Proton-M DM-2 Enhanced,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-03-04T23:57:00Z,"Delta IV M+(4,2)","$350,000,000",11.92,6.27,"Cape Canaveral SFS, FL, USA",Launch Successful
2010-03-05T04:55:05Z,Long March 4C,N/A,N/A,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2010-03-20T18:26:57Z,Proton-M Briz-M Enhanced,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-04-02T04:04:33Z,Soyuz FG,N/A,6.45,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-04-05T10:21:22Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
2010-04-08T13:57:05Z,Dnepr 1,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-04-15T10:57:00Z,GSLV Mk. II,N/A,N/A,2.50,"Satish Dhawan Space Centre, India",Launch Failure
2010-04-16T15:00:00Z,Soyuz U,N/A,6.90,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2010-04-22T23:52:00Z,Atlas V 501,"$120,000,000",8.21,3.78,"Cape Canaveral SFS, FL, USA",Launch Successful
2010-04-24T11:19:00Z,Proton-M Briz-M Enhanced,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-04-27T01:05:09Z,Kosmos-3M (11K65M),N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2010-04-28T17:15:09Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-05-14T18:20:09Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
2010-05-20T21:58:22Z,H-IIA 202,"$90,000,000",10.00,4.10,"Tanegashima Space Center, Japan",Launch Successful
2010-05-21T22:01:00Z,Ariane 5 ECA,N/A,N/A,10.50,"Guiana Space Centre, French Guiana",Launch Successful
2010-05-28T03:00:00Z,"Delta IV M+(4,2)","$350,000,000",11.92,6.27,"Cape Canaveral SFS, FL, USA",Launch Successful
2010-06-02T01:59:12Z,Rokot/Briz-KM,N/A,1.85,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2010-06-02T15:53:04Z,Long March 3C,N/A,N/A,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2010-06-03T22:00:08Z,Proton-M Briz-M Enhanced,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-06-04T18:45:00Z,Falcon 9 v1.0,"$59,000,000",9.30,3.40,"Cape Canaveral SFS, FL, USA",Launch Successful
2010-06-10T08:01:00Z,KSLV Naro-1,N/A,N/A,N/A,"Naro Space Center, South Korea",Launch Failure
2010-06-15T01:39:04Z,Long March 2D,"$30,000,000",3.50,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2010-06-15T14:42:21Z,Dnepr 1,N/A,N/A,N/A,"Dombarovskiy, Russian Federation",Launch Successful
2010-06-15T21:35:19Z,Soyuz FG,N/A,6.45,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-06-21T02:14:08Z,Dnepr 1,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-06-22T19:00:00Z,Shavit-2,N/A,N/A,N/A,"Palmachim Airbase, State of Israel",Launch Successful
2010-06-26T21:41:00Z,Ariane 5 ECA,N/A,N/A,10.50,"Guiana Space Centre, French Guiana",Launch Successful
2010-06-30T15:35:14Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-07-10T18:40:36Z,Proton-M Briz-M Enhanced,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-07-12T03:52:00Z,PSLV-CA,"$16,000,000",3.80,1.20,"Satish Dhawan Space Centre, India",Launch Successful
2010-07-31T21:30:04Z,Long March 3A,N/A,N/A,2.30,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2010-08-04T20:59:00Z,Ariane 5 ECA,N/A,N/A,10.50,"Guiana Space Centre, French Guiana",Launch Successful
2010-08-09T22:49:05Z,Long March 4C,N/A,N/A,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2010-08-14T11:07:00Z,Atlas V 531,"$140,000,000",15.53,7.45,"Cape Canaveral SFS, FL, USA",Launch Successful
2010-08-24T07:10:04Z,Long March 2D,"$30,000,000",3.50,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2010-09-02T00:53:43Z,Proton-M DM-2 Enhanced,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-09-04T16:14:04Z,Long March 3B,"$70,000,000",11.50,5.10,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2010-09-08T03:30:18Z,Rokot/Briz-KM,N/A,1.85,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2010-09-10T10:22:57Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-09-11T11:17:00Z,H-IIA 202,"$90,000,000",10.00,4.10,"Tanegashima Space Center, Japan",Launch Successful
2010-09-21T04:03:30Z,Atlas V 501,"$120,000,000",8.21,3.78,"Vandenberg SFB, CA, USA",Launch Successful
2010-09-22T02:42:04Z,Long March 2D,"$30,000,000",3.50,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2010-09-26T04:41:00Z,Minotaur IV,N/A,1.74,N/A,"Vandenberg SFB, CA, USA",Launch Successful
2010-09-30T17:01:15Z,Molniya-M 2BL,N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2010-10-01T10:59:57Z,Long March 3C,N/A,N/A,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2010-10-06T00:49:05Z,Long March 4B,N/A,4.20,1.50,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2010-10-07T23:10:55Z,Soyuz FG,N/A,6.45,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-10-10T12:00:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch Successful
2010-10-14T18:53:21Z,Proton-M Briz-M,N/A,21.00,4.50,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-10-19T17:10:53Z,Soyuz 2.1a Fregat-M,"$80,000,000",7.02,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-10-27T15:11:53Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-10-28T12:00:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch Successful
2010-10-28T21:51:00Z,Ariane 5 ECA,N/A,N/A,10.50,"Guiana Space Centre, French Guiana",Launch Successful
2010-10-31T16:26:04Z,Long March 3C,N/A,N/A,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2010-11-02T00:58:39Z,Soyuz 2.1a Fregat-M,"$80,000,000",7.02,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2010-11-04T18:37:12Z,Long March 4C,N/A,N/A,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2010-11-06T02:20:03Z,Delta II 7420-10C,"$51,000,000",3.10,N/A,"Vandenberg SFB, CA, USA",Launch Successful
2010-11-14T17:29:20Z,Proton-M Briz-M Enhanced,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-11-17T00:00:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch Successful
2010-11-20T01:25:00Z,Minotaur IV HAPS,N/A,1.75,N/A,"Pacific Spaceport Complex, Alaska, USA",Launch Successful
2010-11-21T22:58:00Z,Delta IV Heavy,"$350,000,000",28.37,14.21,"Cape Canaveral SFS, FL, USA",Launch Successful
2010-11-24T16:09:04Z,Long March 3A,N/A,N/A,2.30,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2010-11-26T18:39:00Z,Ariane 5 ECA,N/A,N/A,10.50,"Guiana Space Centre, French Guiana",Launch Successful
2010-12-05T10:25:00Z,Proton-M Blok DM-03,"$65,000,000",2.10,6.92,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Failure
2010-12-08T15:43:00Z,Falcon 9 v1.0,"$59,000,000",9.30,3.40,"Cape Canaveral SFS, FL, USA",Launch Successful
2010-12-15T19:09:25Z,Soyuz FG,N/A,6.45,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-12-17T20:20:04Z,Long March 3A,N/A,N/A,2.30,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2010-12-25T10:34:00Z,GSLV,"$47,000,000",5.00,2.50,"Satish Dhawan Space Centre, India",Launch Failure
2010-12-26T21:51:00Z,Proton-M Briz-M Enhanced,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2010-12-29T21:27:00Z,Ariane 5 ECA,N/A,N/A,10.50,"Guiana Space Centre, French Guiana",Launch Successful
2011-01-13T12:00:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch Successful
2011-01-20T12:29:01Z,Zenit,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2011-01-20T21:10:30Z,Delta IV Heavy,"$350,000,000",28.37,14.21,"Vandenberg SFB, CA, USA",Launch Successful
2011-01-22T05:37:57Z,H-IIB 304,"$112,500,000",16.50,8.00,"Tanegashima Space Center, Japan",Launch Successful
2011-01-28T01:31:41Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2011-02-01T14:00:14Z,Rokot/Briz-KM,N/A,1.85,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Failure
2011-02-06T12:26:00Z,Minotaur I,N/A,0.58,N/A,"Vandenberg SFB, CA, USA",Launch Successful
2011-02-16T21:51:02Z,Ariane 5 ES,N/A,21.00,N/A,"Guiana Space Centre, French Guiana",Launch Successful
2011-02-24T21:53:24Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
2011-02-26T03:07:15Z,Soyuz 2.1b Fregat,"$80,000,000",8.20,3.25,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2011-03-04T10:09:43Z,Minotaur C,N/A,N/A,N/A,"Vandenberg SFB, CA, USA",Launch Failure
2011-03-05T22:46:00Z,Atlas V 501,"$120,000,000",8.21,3.78,"Cape Canaveral SFS, FL, USA",Launch Successful
2011-03-11T23:38:00Z,"Delta IV M+(4,2)","$350,000,000",11.92,6.27,"Cape Canaveral SFS, FL, USA",Launch Successful
2011-04-04T22:18:20Z,Soyuz FG,N/A,6.45,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2011-04-09T20:47:04Z,Long March 3A,N/A,N/A,2.30,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2011-04-15T04:24:10Z,Atlas V 411,"$115,000,000",8.08,5.95,"Vandenberg SFB, CA, USA",Launch Successful
2011-04-20T04:42:00Z,PSLV,"$21,000,000",3.80,1.20,"Satish Dhawan Space Centre, India",Launch Successful
2011-04-22T12:00:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch Successful
2011-04-22T21:37:00Z,Ariane 5 ECA,N/A,N/A,10.50,"Guiana Space Centre, French Guiana",Launch Successful
2011-04-27T12:00:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch Successful
2011-04-27T13:05:21Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2011-05-04T12:00:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch Successful
2011-05-04T17:41:33Z,Soyuz 2.1a Fregat-M,"$80,000,000",7.02,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2011-05-07T18:10:00Z,Atlas V 401,"$115,000,000",9.05,4.95,"Cape Canaveral SFS, FL, USA",Launch Successful
2011-05-10T12:00:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch Successful
2011-05-16T12:56:28Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
2011-05-19T12:00:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch Successful
2011-05-20T19:15:19Z,Proton-M Briz-M Enhanced,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2011-05-20T20:38:00Z,Ariane 5 ECA,N/A,N/A,10.50,"Guiana Space Centre, French Guiana",Launch Successful
2011-05-25T12:00:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch Successful
2011-06-07T20:12:45Z,Soyuz FG,N/A,6.45,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2011-06-09T12:00:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch was a Partial Failure
2011-06-10T14:20:13Z,Delta II 7320,"$51,000,000",2.80,N/A,"Vandenberg SFB, CA, USA",Launch Successful
2011-06-14T12:00:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch Successful
2011-06-15T09:15:03Z,Safir,N/A,N/A,N/A,"Semnan Space Center, Islamic Republic of Iran",Launch Successful
2011-06-15T12:00:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch Successful
2011-06-20T16:13:04Z,Long March 3B,"$70,000,000",11.50,5.10,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2011-06-21T12:00:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch Successful
2011-06-21T14:38:15Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2011-06-23T12:00:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch Successful
2011-06-27T12:00:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch Successful
2011-06-27T16:00:00Z,Soyuz U,N/A,6.90,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2011-06-30T03:09:00Z,Minotaur I,N/A,0.58,N/A,"Wallops Flight Facility, Virginia, USA",Launch Successful
2011-07-06T04:28:04Z,Long March 2C,N/A,3.85,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2011-07-08T15:29:04Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
2011-07-11T15:41:04Z,Long March 3C,N/A,N/A,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2011-07-13T02:27:04Z,Soyuz 2.1a Fregat-M,"$80,000,000",7.02,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
